species,pc.known,pc.inferred,pc.region,ref
Crax_globulosa,Unknown,Female only,Neotropical,"del Hoyo J (1994) Family Cracidae (Chachalacas, guans and curassows).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 310-363. Lynx edicions: Barcelona."
Crax_fasciolata,Unknown,Female only,Neotropical,"del Hoyo J (1994) Family Cracidae (Chachalacas, guans and curassows).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 310-363. Lynx edicions: Barcelona."
Crax_blumenbachii,Female only,Female only,Neotropical,"del Hoyo J (1994) Family Cracidae (Chachalacas, guans and curassows).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 310-363. Lynx edicions: Barcelona."
Nothocrax_urumutum,Pair,Pair,Neotropical,"del Hoyo J (1994) Family Cracidae (Chachalacas, guans and curassows).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 310-363. Lynx edicions: Barcelona."
Mitu_tomentosa,Unknown,Pair,Neotropical,"del Hoyo J (1994) Family Cracidae (Chachalacas, guans and curassows).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 310-363. Lynx edicions: Barcelona."
Mitu_salvini,Pair,Pair,Neotropical,"del Hoyo J (1994) Family Cracidae (Chachalacas, guans and curassows).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 310-363. Lynx edicions: Barcelona."
Mitu_tuberosa,Unknown,Pair,Neotropical,"del Hoyo J (1994) Family Cracidae (Chachalacas, guans and curassows).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 310-363. Lynx edicions: Barcelona."
Mitu_mitu,Unknown,Pair,Neotropical,"del Hoyo J (1994) Family Cracidae (Chachalacas, guans and curassows).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 310-363. Lynx edicions: Barcelona."
Pauxi_pauxi,Female only,Female only,Neotropical,"del Hoyo J (1994) Family Cracidae (Chachalacas, guans and curassows).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 310-363. Lynx edicions: Barcelona."
Pauxi_unicornis,Unknown,Female only,Neotropical,"del Hoyo J (1994) Family Cracidae (Chachalacas, guans and curassows).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 310-363. Lynx edicions: Barcelona."
Dendrortyx_barbatus,Unknown,Pair,Neotropical,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Dendrortyx_macroura,Unknown,Pair,Neotropical,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Dendrortyx_leucophrys,Unknown,Pair,Neotropical,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Oreortyx_pictus,Pair,Pair,Nearctic,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London.  || Pope MD,  Crawford JA (2001) Male incubation and biparental care in mountain quail. Condor  103: 865-870."
Callipepla_squamata,Pair,Pair,Neotropical,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Callipepla_douglasii,Pair,Pair,Neotropical,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Callipepla_californica,Pair,Pair,Nearctic,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Callipepla_gambelii,Pair,Pair,Nearctic,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Philortyx_fasciatus,Unknown,Pair,Neotropical,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Colinus_virginianus,Pair,Pair,Nearctic,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Colinus_nigrogularis,Unknown,Pair,Neotropical,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Colinus_cristatus,Pair,Pair,Neotropical,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Odontophorus_gujanensis,Pair,Pair,Neotropical,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Odontophorus_capueira,Female only,Female only,Neotropical,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Odontophorus_melanotis,Unknown,Pair,Neotropical,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Odontophorus_erythrops,Unknown,Pair,Neotropical,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Odontophorus_atrifrons,Unknown,Pair,Neotropical,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Odontophorus_hyperythrus,Unknown,Pair,Neotropical,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Odontophorus_melanonotus,Unknown,Pair,Neotropical,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Odontophorus_speciosus,Unknown,Pair,Neotropical,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Odontophorus_dialeucos,Unknown,Pair,Neotropical,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Odontophorus_strophium,Unknown,Pair,Neotropical,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Odontophorus_columbianus,Unknown,Pair,Neotropical,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Odontophorus_leucolaemus,Unknown,Pair,Neotropical,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Odontophorus_balliviani,Unknown,Pair,Neotropical,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Odontophorus_stellatus,Unknown,Pair,Neotropical,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Odontophorus_guttatus,Unknown,Pair,Neotropical,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Dactylortyx_thoracicus,Unknown,Pair,Neotropical,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Cyrtonyx_montezumae,Pair,Pair,Neotropical,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Cyrtonyx_ocellatus,Unknown,Pair,Neotropical,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Rhynchortyx_cinctus,Unknown,Pair,Neotropical,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Agelastes_meleagrides,Unknown,Pair,Africa,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Agelastes_niger,Unknown,Pair,Africa,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Numida_meleagris,Pair,Pair,Africa,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Guttera_plumifera,Unknown,Pair,Africa,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Guttera_pucherani,Pair,Pair,Africa,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Acryllium_vulturinum,Pair,Pair,Africa,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Lerwa_lerwa,Pair,Pair,Indomalayan,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Ammoperdix_griseogularis,Pair,Pair,Palearctic,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Ammoperdix_heyi,Pair,Pair,Palearctic,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Tetraogallus_caucasicus,Pair,Pair,Palearctic,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Tetraogallus_caspius,Female only,Female only,Palearctic,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Tetraogallus_tibetanus,Unknown,Pair,Indomalayan,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Tetraogallus_altaicus,Female only,Female only,Palearctic,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Tetraogallus_himalayensis,Pair,Pair,Palearctic,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Tetraophasis_obscurus,Unknown,Pair,Palearctic,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Tetraophasis_szechenyii,Unknown,Pair,Palearctic,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Alectoris_graeca,Pair,Pair,Palearctic,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Alectoris_chukar,Pair,Pair,Palearctic,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Alectoris_philbyi,Unknown,Pair,Palearctic,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Alectoris_magna,Pair,Pair,Palearctic,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Alectoris_barbara,Unknown,Pair,Palearctic,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Alectoris_rufa,Unknown,Pair,Palearctic,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Alectoris_melanocephala,Unknown,Pair,Palearctic,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Francolinus_francolinus,Pair,Pair,Palearctic,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Francolinus_pictus,Pair,Pair,Indomalayan,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Francolinus_pintadeanus,Unknown,Pair,Indomalayan,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Francolinus_pondicerianus,Pair,Pair,Indomalayan,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Francolinus_gularis,Pair,Pair,Indomalayan,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Francolinus_coqui,Pair,Pair,Africa,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Francolinus_albogularis,Pair,Pair,Africa,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Francolinus_schlegelii,Pair,Pair,Africa,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Francolinus_lathami,Pair,Pair,Africa,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Francolinus_sephaena,Pair,Pair,Africa,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Francolinus_streptophorus,Pair,Pair,Africa,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Francolinus_finschi,Pair,Pair,Africa,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Francolinus_africanus,Pair,Pair,Africa,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Francolinus_levaillantii,Pair,Pair,Africa,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Francolinus_psilolaemus,Pair,Pair,Africa,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Francolinus_shelleyi,Pair,Pair,Africa,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Francolinus_levaillantoides,Pair,Pair,Africa,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Francolinus_nahani,Unknown,Pair,Africa,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Francolinus_hartlaubi,Pair,Pair,Africa,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Francolinus_bicalcaratus,Pair,Pair,Africa,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Francolinus_clappertoni,Unknown,Pair,Africa,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Francolinus_icterorhynchus,Pair,Pair,Africa,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Francolinus_harwoodi,Unknown,Pair,Africa,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Francolinus_adspersus,Pair,Pair,Africa,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Francolinus_capensis,Pair,Pair,Africa,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Francolinus_hildebrandti,Pair,Pair,Africa,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Francolinus_natalensis,Pair,Pair,Africa,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Francolinus_ahantensis,Unknown,Pair,Africa,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Francolinus_squamatus,Pair,Pair,Africa,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Francolinus_griseostriatus,Unknown,Pair,Africa,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Francolinus_leucoscepus,Pair,Pair,Africa,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Francolinus_rufopictus,Pair,Pair,Africa,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Francolinus_afer,Pair,Pair,Africa,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Francolinus_swainsonii,Pair,Pair,Africa,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Francolinus_erckelii,Pair,Pair,Africa,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Francolinus_ochropectus,Unknown,Pair,Africa,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Francolinus_castaneicollis,Pair,Pair,Africa,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Francolinus_nobilis,Unknown,Pair,Africa,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Francolinus_jacksoni,Unknown,Pair,Africa,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Francolinus_camerunensis,Unknown,Pair,Africa,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Francolinus_swierstrai,Unknown,Pair,Africa,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Perdix_perdix,Pair,Pair,Palearctic,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Perdix_dauurica,Pair,Pair,Palearctic,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Perdix_hodgsoniae,Unknown,Pair,Palearctic,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Rhizothera_longirostris,Unknown,Pair,Indomalayan,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Margaroperdix_madagarensis,Unknown,Pair,Africa,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Melanoperdix_nigra,Unknown,Pair,Indomalayan,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Coturnix_coturnix,Pair,Pair,Widespread,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London.  || Rodriguez-Teijeiro JD, Puigcerver M, Gallego S, Cordero PJ, Parkin DT (2003) Pair bonding and multiple paternity in the polygamous common quail Coturnix coturnix. Ethology  109: 291-302."
Coturnix_japonica,Pair,Pair,Indomalayan,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Coturnix_pectoralis,Pair,Pair,Australia,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Coturnix_delegorguei,Pair,Pair,Africa,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Coturnix_ypsilophora,Pair,Pair,Australia,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Coturnix_adansonii,Pair,Pair,Africa,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Coturnix_chinensis,Pair,Pair,Widespread,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Anurophasis_monorthonyx,Unknown,Pair,Africa,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Perdicula_asiatica,Pair,Pair,Indomalayan,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
Perdicula_argoondah,Pair,Pair,Indomalayan,"Madge S,  McGowan P (2002) Pheasants, partridges and grouse. Christopher Helm: London. "
